순번,영화명,감독,배급사,개봉일,영화유형,국적,전국스크린수,전국매출액.1,전국매출액,전국관객수,전국관객수,서울매출액,서울매출액,서울관객수,장르,등급,영화구분
614,막내 처제 2,정진호,0,2020-03-12,개봉영화,한국,20,0.000933,9330,1.69,169,"6,660","666,000",126,멜로/로맨스,청소년관람불가,일반영화
615,여선생3,최성은,0,2020-03-20,개봉영화,한국,20,0.000933,9330,1.69,169,"6,660","666,000",126,기타,청소년관람불가,일반영화
616,어린 처제 4,계장혁,0,2020-03-19,개봉영화,한국,20,0.000931,9310,1.69,169,"6,660","666,000",126,멜로/로맨스,청소년관람불가,일반영화
617,에이리,오오토모 케이시,0,2021-01-22,개봉영화,아시아,1,0.00092654,9265.4,0.86,86,"9,265","926,540",86,미스터리,15세이상관람가,독립/예술영화
618,아르코 라이브 완창판소리프로젝트2 강산제수궁가,,0,2020-04-14,개봉영화,한국,7,0.000917,9170,0.77,77,"1,980","198,000",17,공연,전체관람가,일반영화
619,두 번째 엄마-불륜정사,최환,0,2020-12-03,개봉영화,한국,20,0.000912,9120,1.91,191,"9,030","903,000",182,멜로/로맨스,청소년관람불가,일반영화
620,딸의 친구 5,계장혁,0,2020-04-23,개봉영화,한국,20,0.000883,8830,1.67,167,"6,040","604,000",122,멜로/로맨스,청소년관람불가,일반영화
621,새아가,계장혁,0,2020-04-23,개봉영화,한국,20,0.000883,8830,1.67,167,"6,040","604,000",122,멜로/로맨스,청소년관람불가,일반영화
622,카잔자키스,,0,2020-01-30,개봉영화,기타,21,0.00087706,8770.6,1,100,"8,771","877,060",100,드라마,12세이상관람가,독립/예술영화
623,죽이는 여자,애슐리 해밀턴,0,2020-08-23,개봉영화,북아메리카,1,0.000871,8710,8.23,823,"8,710","871,000",823,공포(호러),청소년관람불가,일반영화
624,할로윈: 살인마 잭,앤드류 존스,0,2020-07-21,개봉영화,유럽,1,0.000869,8690,8.21,821,"8,690","869,000",821,공포(호러),15세이상관람가,일반영화
625,기도하는 남자,강동헌,0,2020-02-20,개봉영화,한국,34,0.0008505,8505,1.39,139,"4,825","482,500",73,드라마,15세이상관람가,독립/예술영화
626,블러드: 궁금한 이야기,,0,2020-06-15,개봉영화,유럽,1,0.000842,8420,8.18,818,"8,410","841,000",817,공포(호러),15세이상관람가,일반영화
627,피그테일:피그테일과 거미소녀 그리고 레슬링,"카이야 토시히사,유아사 마사아키",0,2020-07-09,개봉영화,아시아,12,0.000823,8230,1.05,105,"6,390","639,000",81,애니메이션,15세이상관람가,독립/예술영화
628,사내정사: 은밀한 회의실,이두희,0,2020-04-24,개봉영화,한국,20,0.000821,8210,1.65,165,"6,040","604,000",122,드라마,청소년관람불가,일반영화
629,카르멘,,0,2020-06-03,개봉영화,유럽,6,0.00082,8200,0.37,37,"4,820","482,000",20,공연,12세이상관람가,일반영화
630,어서오시게스트하우스,심요한,0,2020-08-13,개봉영화,한국,58,0.000776,7760,1.05,105,"2,090","209,000",27,드라마,15세이상관람가,독립/예술영화
631,백년의 기억,피에르 올리비에 프랑수아,0,2020-06-11,개봉영화,유럽,6,0.000755,7550,1.49,149,240,"24,000",4,다큐멘터리,전체관람가,독립/예술영화
632,미스터 주: 사라진 VIP,김태윤,1,2020-01-22,개봉영화,한국,692,0.00075,7500,1.5,150,"4,500","450,000",90,코미디,12세이상관람가,일반영화
633,설화,최형렬,0,2020-04-16,개봉영화,한국,4,0.000743,7430,1.29,129,"3,000","300,000",60,스릴러,15세이상관람가,독립/예술영화
634,기묘한 이야기: 리플레이,,0,2020-08-23,개봉영화,북아메리카,1,0.000738,7380,6.96,696,"7,380","738,000",696,어드벤처,15세이상관람가,일반영화
635,좀비캠프,데이빗 마탈론,0,2020-09-25,개봉영화,북아메리카,5,0.0007,7000,1.4,140,"3,000","300,000",60,스릴러,청소년관람불가,독립/예술영화
636,장모님들의 사랑,왕지방,0,2020-05-13,개봉영화,한국,20,0.000689,6890,1.38,138,"6,160","616,000",123,멜로/로맨스,청소년관람불가,일반영화
637,더 프린세스 : 도둑맞은 공주,올레말라므,0,2020-08-12,개봉영화,유럽,423,0.0006736,6736,0.92,92,0,0,0,애니메이션,전체관람가,일반영화
638,외출 3,구재은,0,2020-09-28,개봉영화,한국,19,0.000672,6720,1.34,134,"2,090","209,000",42,멜로/로맨스,청소년관람불가,일반영화
639,화끈한 미용실,김춘수,0,2020-09-09,개봉영화,한국,20,0.000672,6720,1.34,134,"6,090","609,000",122,멜로/로맨스,청소년관람불가,일반영화
640,배달노출2 : 초대남과 좋아죽는 와이프,공자관,0,2020-05-29,개봉영화,한국,20,0.000653,6530,1.38,138,"6,040","604,000",122,성인물(에로),청소년관람불가,일반영화
641,가자 장미여관으로 4,최우성,0,2020-05-28,개봉영화,한국,20,0.00065,6500,1.38,138,"6,040","604,000",122,멜로/로맨스,청소년관람불가,일반영화
642,구멍 교환,김종석,0,2020-08-27,개봉영화,한국,20,0.00065,6500,1.38,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
643,나는 야한 여자가 좋다 4,김종석,0,2020-07-30,개봉영화,한국,20,0.00065,6500,1.38,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
644,마누라 공유하기,계장혁,0,2020-08-13,개봉영화,한국,20,0.00065,6500,1.38,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
645,어린 구멍,김종석,0,2020-08-13,개봉영화,한국,20,0.00065,6500,1.38,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
646,김비서는 정말 왜 그럴까?,김종석,0,2020-09-03,개봉영화,한국,20,0.00065,6500,1.38,138,"6,030","603,000",122,멜로/로맨스,청소년관람불가,일반영화
647,가슴 큰 연주,이동준,0,2020-06-16,개봉영화,한국,20,0.000647,6470,1.1,110,"3,700","370,000",66,멜로/로맨스,청소년관람불가,일반영화
648,어린 여동생2,이정석,0,2020-04-03,개봉영화,한국,20,0.000645,6450,1.1,110,"3,660","366,000",66,멜로/로맨스,청소년관람불가,일반영화
649,작은 소망,전우성,0,2020-08-13,개봉영화,아시아,151,0.00064,6400,1.28,128,"6,400","640,000",128,코미디,12세이상관람가,독립/예술영화
650,친구누나들,이정석,0,2020-03-20,개봉영화,한국,20,0.000639,6390,1.1,110,"3,660","366,000",66,멜로/로맨스,청소년관람불가,일반영화
651,어린과부,한동호,0,2020-08-11,개봉영화,한국,20,0.000637,6370,1.1,110,"3,630","363,000",65,멜로/로맨스,청소년관람불가,일반영화
652,예민한 모녀,성운아,0,2020-07-28,개봉영화,한국,20,0.000633,6330,1.1,110,"3,630","363,000",65,멜로/로맨스,청소년관람불가,일반영화
653,부다페스트 스토리,아틸라 사스,0,2020-08-13,개봉영화,유럽,33,0.0006005,6005,0.83,83,"4,520","452,000",64,스릴러,15세이상관람가,독립/예술영화
654,피델리티,니기나 사이풀라에바,0,2020-04-15,개봉영화,유럽,1,0.000576,5760,0.64,64,"5,760","576,000",64,드라마,청소년관람불가,독립/예술영화
655,판타스틱 썸머,,0,2020-06-25,개봉영화,북아메리카,5,0.00056854,5685.4,0.78,78,"4,426","442,560",62,드라마,15세이상관람가,독립/예술영화
656,슈윙! 블루 노트 레코드 스토리,에릭 프리에들러,0,2020-03-19,개봉영화,유럽,2,0.000556,5560,0.6,60,"5,560","556,000",60,다큐멘터리,12세이상관람가,독립/예술영화
657,바람의 언덕,박석영,0,2020-04-23,개봉영화,한국,28,0.000551,5510,0.76,76,60,"6,000",1,드라마,전체관람가,독립/예술영화
