■ 개봉일람_월별,,,,,,,,,,,,,,,,,
- 조회일: 2021-03-18,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2020~2021   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
397,충격 실제정사,최진철,라임필름,,케이엘 픽쳐스,2020-12-21,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
398,팽말숙 : 실전주의,정미나,(주)담화,,(주)담화,2020-11-19,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
399,편의점 알바생 변태사장의교육,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2020-11-13,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
400,한지붕 세가족,양호열,(주)가온콘텐츠,,(주)가온콘텐츠,2020-10-15,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
401,해브 어 나이스 데이,류건,,,(주)라온컴퍼니플러스,2021-01-25,개봉영화,장편,중국,1,"300,000",60,"300,000",60,애니메이션,15세이상관람가,일반영화
402,화이트 블러드,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-11-04,개봉영화,장편,헝가리,1,"300,000",60,"300,000",60,범죄,15세이상관람가,일반영화
403,황금화 : 엄마의 일기,,,,(주)라온컴퍼니플러스,2021-01-25,개봉영화,장편,홍콩,1,"300,000",60,"300,000",60,드라마,15세이상관람가,일반영화
404,18 걸그룹 승하의 눈치게임,최진철,라임필름,,라임필름,2020-09-17,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
405,18 모델 리카의 화려한 외출,최진철,라임필름,,케이엘 픽쳐스,2020-09-24,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
406,18 성인배우 이수의 섹스 판타지,최진철,라임필름,,케이엘 픽쳐스,2021-01-26,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
407,18 출사녀 화진의 미친 섹스,최진철,라임필름,,케이엘 픽쳐스,2020-12-07,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
408,18 클럽녀 새봄의 섹스 파티,최진철,라임필름,,케이엘 픽쳐스,2021-01-04,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
409,18 BJ 하연의 화려한 테크닉,최진철,라임필름,,케이엘 픽쳐스,2021-01-12,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
410,2020년 마지막 섹스,최진철,라임필름,,케이엘 픽쳐스,2021-01-07,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
411,부다페스트 느와르,에바 가르도스,,알토미디어(주),알토미디어(주),2020-09-18,개봉영화,장편,헝가리,1,"256,000",38,"256,000",38,미스터리,15세이상관람가,독립/예술영화
412,엘라 벨라 빙고: 친구 찾기 대작전,"아틀 솔버그 블락세트,프랭크 모스볼드",,,(주)박수엔터테인먼트,2020-08-12,개봉영화,장편,노르웨이,180,"248,480",42,0,0,애니메이션,전체관람가,일반영화
413,음악,,,,(주)미디어캐슬,2021-01-16,개봉영화,장편,일본,1,"233,400",24,"233,400",24,애니메이션,12세이상관람가,독립/예술영화
414,러브라인,"오두경,김성훈,권아영,정다이",주식회사 씨엠닉스,,주식회사 씨엠닉스,2020-11-01,개봉영화,장편,한국,1,"221,000",78,"221,000",78,기타,15세이상관람가,독립/예술영화
415,주식회사 스페셜액터스,우에다 신이치로,,찬란,찬란,2020-08-06,개봉영화,장편,일본,43,"217,000",38,"100,000",12,코미디,전체관람가,독립/예술영화
416,페이블,에구치 칸,,(주)미디어캐슬,쇼치쿠,2021-01-16,개봉영화,장편,일본,1,"189,510",21,"189,510",21,코미디,15세이상관람가,독립/예술영화
417,우리 안의 그들,"김태진,송원준,이진영",주식회사 씨엠닉스,,주식회사 씨엠닉스,2020-11-01,개봉영화,장편,한국,1,"147,000",61,"147,000",61,기타,12세이상관람가,독립/예술영화
418,카오산 탱고,김범삼,,,(주)영화사 그램,2020-07-30,개봉영화,장편,한국,45,"115,000",14,"82,000",9,드라마,12세이상관람가,독립/예술영화
419,더 게이트,,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2020-12-08,개봉영화,장편,스페인,5,"113,000",22,"110,000",19,드라마,15세이상관람가,독립/예술영화
420,어게인,조창열,(주)하늬바람,,(주)에스와이코마드,2020-07-30,개봉영화,장편,한국,22,"109,000",15,"27,000",3,뮤지컬,12세이상관람가,독립/예술영화
421,블러드하운드,제이슨 R. 밀러,,(주)퍼스트런,(주)퍼스트런,2021-01-07,개봉영화,장편,미국,5,"101,000",17,0,0,미스터리,15세이상관람가,독립/예술영화
422,가정부가 야동처럼 보일때,스즈키 켄이치로,,,(주)도키엔터테인먼트,2020-10-05,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
423,남편몰래 들이대는 새아들,코지마 유키오,,,(주)도키엔터테인먼트,2020-11-06,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
424,낯선 남자와 청순 글래머,히로아키,,,(주)플라이어,2020-10-06,개봉영화,장편,일본,1,"100,000",20,0,0,드라마,청소년관람불가,일반영화
425,너무나 커버린 새아들이 좋아,코지마 유키오,,,(주)도키엔터테인먼트,2020-11-06,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
426,라이즈 오브 워리어 퀸: 부디카,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-12-16,개봉영화,장편,영국,1,"100,000",20,0,0,액션,15세이상관람가,일반영화
427,로마-저항군의 탄생,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-12-10,개봉영화,장편,영국,1,"100,000",20,0,0,액션,15세이상관람가,일반영화
428,로스트 바이킹: 전쟁의 신의 아들,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-09-24,개봉영화,장편,영국,1,"100,000",20,0,0,액션,15세이상관람가,일반영화
429,불륜축제-깊숙한 그곳에,사사키 히로히사,,,(주)도키엔터테인먼트,2020-10-05,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
430,사촌누나의 성상담,스즈키 켄이치로,,,(주)도키엔터테인먼트,2020-10-05,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
431,새엄마는 오늘도 오르가즘,,,,(주)도키엔터테인먼트,2020-09-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
432,선넘은 F컵 물리치료사,스즈키 켄이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-12-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
433,소금맛이 나는 여자,야마우치 다이스케,,,(주)도키엔터테인먼트,2020-10-05,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
434,술취한 직장후배와 원나잇 가능,스즈키 켄이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-12-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
435,시아버지의 여자 2,잠파,,,(주)플라이어,2020-10-13,개봉영화,장편,일본,1,"100,000",20,0,0,드라마,청소년관람불가,일반영화
436,시아버지의 흑심에 불붙은 여름밤,코지마 유키오,,,(주)도키엔터테인먼트,2020-11-06,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
437,아들 여친이 샤워를 하고 있다,,,,(주)도키엔터테인먼트,2020-09-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
438,아버지의 여자,키무라 히로유키,,,(주)플라이어,2020-10-06,개봉영화,장편,일본,1,"100,000",20,0,0,드라마,청소년관람불가,일반영화
439,야한 첫경험,히로아키,,,(주)플라이어,2020-10-13,개봉영화,장편,일본,1,"100,000",20,0,0,드라마,청소년관람불가,일반영화
440,엄마의 직업 2,노현진,(주)나우콘텐츠,,(주)나우콘텐츠,2020-10-21,개봉영화,장편,한국,1,"100,000",20,0,0,드라마,청소년관람불가,일반영화
441,여자마사지사는 정말 주는가,스즈키 켄이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-12-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
442,유카타를 벗고 홀딱 마사지,,,,(주)도키엔터테인먼트,2020-09-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
443,의동생의 팬티를 벗길 때,,,,(주)도키엔터테인먼트,2020-09-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
444,첫사랑인 숙모에게 고백한 밤,코지마 유키오,,,(주)도키엔터테인먼트,2020-11-06,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
445,첫키스부터 XX까지 엄마친구,다나카 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-12-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
446,친구엄마의 승부속옷,고바야시 이치로,,,(주)도키엔터테인먼트,2020-09-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
447,침대에서 만난 가정부,스즈키 켄이치로,,,(주)도키엔터테인먼트,2020-10-05,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
448,콴타: 외계와의 조우,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-11-18,개봉영화,장편,호주,1,"100,000",20,0,0,SF,12세이상관람가,일반영화
449,피부좋은 육덕 새엄마,코지마 유키오,,,(주)도키엔터테인먼트,2020-11-06,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
450,흑심을 보인 시아버지,코지마 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-12-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
451,남매의 세계,왕지방,(주)메이크아트,,(주)메이크아트,2020-11-03,개봉영화,장편,한국,1,"90,000",18,0,0,멜로/로맨스,청소년관람불가,일반영화
452,별에서 온 순임,전지원,(주)메이크아트,,(주)메이크아트,2020-11-10,개봉영화,장편,한국,1,"90,000",18,0,0,드라마,청소년관람불가,일반영화
453,슬기로운 불륜생활,전지원,(주)메이크아트,,(주)메이크아트,2020-11-10,개봉영화,장편,한국,1,"90,000",18,0,0,멜로/로맨스,청소년관람불가,일반영화
454,엣지 오브 더 월드,,,더그레이트 컴퍼니,더그레이트 컴퍼니,2020-09-01,개봉영화,장편,독일,1,"90,000",45,"90,000",45,드라마,12세이상관람가,일반영화
455,8년을 뛰어넘은 신부,제제 다카히사,,,(주)미디어캐슬,2021-01-26,개봉영화,장편,일본,1,"86,470",12,"86,470",12,가족,전체관람가,독립/예술영화
456,마지막 사랑,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-09-04,개봉영화,장편,한국,20,"85,000",20,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
457,먹어주는 유부녀,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-09-14,개봉영화,장편,한국,20,"85,000",20,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
458,언니의 남자들,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-10-16,개봉영화,장편,한국,20,"85,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
459,완벽한 여자,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-10-09,개봉영화,장편,한국,20,"85,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
460,싸이코: 13번째 희생자,,,더그레이트 컴퍼니,더그레이트 컴퍼니,2020-12-01,개봉영화,장편,미국,1,"76,000",38,"76,000",38,공포(호러),청소년관람불가,일반영화
461,세인트 주디,,,주식회사 제이씨엔터웍스,"(주)미로스페이스,주식회사 제이씨엔터웍스",2020-07-29,개봉영화,장편,미국,151,"73,000",8,"65,000",7,드라마,12세이상관람가,독립/예술영화
462,교수님의 이중생활,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2021-01-26,개봉영화,장편,한국,20,"71,000",25,"3,000",2,멜로/로맨스,청소년관람불가,일반영화
463,내로남불,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-11-23,개봉영화,장편,한국,20,"68,000",21,"5,000",3,멜로/로맨스,청소년관람불가,일반영화
464,핫바디 처제,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-11-28,개봉영화,장편,한국,20,"68,000",21,"5,000",3,멜로/로맨스,청소년관람불가,일반영화
465,은밀한 스와핑,판,(주)영진크리에이티브,,(주)영진크리에이티브,2020-12-12,개봉영화,장편,한국,20,"67,000",21,"4,000",3,멜로/로맨스,청소년관람불가,일반영화
466,아이돌 승하의 화려한 테크닉,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-10-23,개봉영화,장편,한국,20,"66,000",20,"3,000",2,멜로/로맨스,청소년관람불가,일반영화
467,친구 여동생,판,(주)영진크리에이티브,,(주)영진크리에이티브,2021-01-18,개봉영화,장편,한국,20,"66,000",20,"3,000",2,멜로/로맨스,청소년관람불가,일반영화
468,블루 아워,하코타 유코,,오드,오드,2020-07-22,개봉영화,장편,일본,322,"65,000",7,"65,000",7,드라마,12세이상관람가,독립/예술영화
469,태백권,최상훈,"(주)그노스,꿀잼컴퍼니(주)",,(주)드림팩트엔터테인먼트,2020-08-20,개봉영화,장편,한국,62,"60,000",46,"9,000",9,코미디,15세이상관람가,일반영화
470,광주비디오: 사라진 4시간,이조훈,(주)훈프로,,(주)인디플러그,2020-07-16,개봉영화,장편,한국,70,"57,500",8,"27,000",3,다큐멘터리,12세이상관람가,독립/예술영화
471,인비저블 라이프,카림 아이노우즈,,(주)피터팬픽쳐스,(주)삼백상회,2020-06-24,개봉영화,장편,기타,49,"53,000",6,"45,000",5,드라마,청소년관람불가,독립/예술영화
472,모든 것을 벗어던진 특별한 여행,,,주식회사 블루필름웍스,주식회사 블루필름웍스,2020-07-29,개봉영화,장편,호주,51,"42,000",5,"42,000",5,코미디,15세이상관람가,독립/예술영화
473,트로이 디렉터스 컷,볼프강 페터젠,"플랜 비 엔터테인먼트,워너 브러더스 픽쳐스",판씨네마(주),판씨네마(주),2020-07-03,개봉영화,장편,미국,159,"33,500",4,"33,500",4,전쟁,청소년관람불가,일반영화
474,스페셜 솔져,대니 레너,,,(유)조이앤시네마,2020-12-22,개봉영화,장편,폴란드,5,"33,000",33,"1,000",1,액션,15세이상관람가,독립/예술영화
475,죽도 서핑 다이어리,이현승,스튜디오블루(주),,(주)에스와이코마드,2020-05-07,개봉영화,장편,한국,2,"28,000",4,0,0,드라마,12세이상관람가,독립/예술영화
476,파리의 인어,마티아스 마르지유,,(주)빅웨이브시네마,(주)빅웨이브시네마,2020-07-23,개봉영화,장편,프랑스,204,"25,000",5,"25,000",5,멜로/로맨스,12세이상관람가,독립/예술영화
477,섹스가 좋은 그 여자,이세일,(주)케이알씨지,,(주)케이알씨지,2020-09-18,개봉영화,장편,한국,10,"24,000",13,"3,000",2,성인물(에로),청소년관람불가,일반영화
478,여대생 누드모델,이가온,(주)케이알씨지,,(주)케이알씨지,2020-09-23,개봉영화,장편,한국,12,"24,000",13,"3,000",2,성인물(에로),청소년관람불가,일반영화
479,베이 오브 사일런스,파울라 반 데르 우에스트,,,㈜코리아스크린,2021-01-14,개봉영화,장편,영국,5,"23,000",19,"6,000",6,미스터리,15세이상관람가,독립/예술영화
480,언니는 섹스티쳐,신효성,(주)케이알씨지,,(주)케이알씨지,2020-09-18,개봉영화,장편,한국,9,"23,000",12,"3,000",2,멜로/로맨스,청소년관람불가,일반영화
481,춘사월의 정사,이동현,(주)케이알씨지,,(주)케이알씨지,2020-10-02,개봉영화,장편,한국,11,"22,000",21,"3,000",2,멜로/로맨스,청소년관람불가,일반영화
482,하녀엄마 : 끝없는 정사,노세기,(주)케이알씨지,,(주)케이알씨지,2020-10-09,개봉영화,장편,한국,11,"22,000",21,"3,000",2,멜로/로맨스,청소년관람불가,일반영화
483,태양을 삼켜버린 자들,,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2020-12-03,개봉영화,장편,호주,5,"16,000",10,"13,000",7,범죄,청소년관람불가,독립/예술영화
484,스파이 전쟁,,,(유)조이앤시네마,(유)조이앤시네마,2020-09-17,개봉영화,장편,영국,5,"13,000",13,"1,000",1,드라마,15세이상관람가,독립/예술영화
485,소셜노마드,"마영민,이상묵",,,주식회사 씨엠닉스,2020-08-01,개봉영화,장편,한국,2,"11,000",3,"11,000",3,다큐멘터리,전체관람가,독립/예술영화
486,고급창녀,에로핑,(주)케이알씨지,,(주)케이알씨지,2021-01-21,개봉영화,장편,한국,8,"10,000",10,"2,000",2,성인물(에로),청소년관람불가,일반영화
487,밀애- 섹스가 좋아,이가온,(주)케이알씨지,,(주)케이알씨지,2020-10-16,개봉영화,장편,한국,10,"10,000",10,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
488,여관발이,노세기,비스킷미디어,,(주)케이알씨지,2020-07-10,개봉영화,장편,한국,11,"10,000",10,0,0,성인물(에로),청소년관람불가,일반영화
489,완벽한 스와핑,이가온,(주)케이알씨지,,(주)케이알씨지,2020-10-02,개봉영화,장편,한국,10,"10,000",10,"1,000",1,성인물(에로),청소년관람불가,일반영화
490,완벽한 스와핑2,이가온,(주)케이알씨지,,(주)케이알씨지,2020-10-09,개봉영화,장편,한국,10,"10,000",10,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
491,터키쉬 아이스크림,칸 울카이,,주식회사 더쿱,주식회사 더쿱,2020-11-12,개봉영화,장편,기타,5,"10,000",7,"7,000",4,코미디,15세이상관람가,독립/예술영화
492,하녀엄마,노세기,비스킷미디어,,(주)케이알씨지,2020-07-11,개봉영화,장편,한국,6,"10,000",10,0,0,성인물(에로),청소년관람불가,일반영화
493,루비,박한진,(주)펠리스,,주식회사 더쿱,2020-07-30,개봉영화,장편,한국,12,"9,000",1,"9,000",1,드라마,12세이상관람가,독립/예술영화
494,김일성의 아이들,김덕영,다큐스토리,,다큐스토리,2020-06-25,개봉영화,장편,한국,13,"8,000",1,0,0,다큐멘터리,전체관람가,독립/예술영화
495,매춘: 은밀한 제안들,이동현,(주)디에이치미디어,,(주)케이알씨지,2021-01-29,개봉영화,장편,한국,8,"8,000",8,"1,000",1,성인물(에로),청소년관람불가,일반영화
496,바다로 가자,김량,ZONE Film,,ZONE Film,2020-06-18,개봉영화,장편,한국,15,"8,000",1,0,0,가족,전체관람가,독립/예술영화
497,비바리움,,,주식회사 루믹스미디어,(주)드림팩트엔터테인먼트,2020-07-16,개봉영화,장편,미국,129,"8,000",1,0,0,미스터리,15세이상관람가,독립/예술영화
498,가슴이 이쁜 그녀와 섹스판타지,아라시야마 미치루,,,(주)빅콘미디어,2021-01-05,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
499,개인교수 : 세 여자의 섹스수업,구재은,(주)영화사가을,,(주)영화사가을,2021-01-01,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
500,거짓말 : 친구엄마,이대길,뷰소프트,,뷰소프트,2020-10-07,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
501,거짓말 : 친구엄마 무삭제,이대길,뷰소프트,,뷰소프트,2020-12-25,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
502,결혼 전:조금은 특별한 마사지,코고로 킨다이치,,,(주)영진크리에이티브,2020-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
503,고독의 의리,시부야 슈이치,,,(주)영진크리에이티브,2021-01-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
504,과부의 발정:밤이면 밤마다,코이케.Jp,,,(주)영진크리에이티브,2020-12-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
505,과부장모:속궁합이 궁금해,버드맨 텟페이,,,(주)영진크리에이티브,2020-10-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
506,관계 : 특별한 형수 2,김진우,(주)영화사가을,,(주)영화사가을,2020-10-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
507,관계 : 특별한 형수 2 무삭제,김진우,(주)영화사가을,,(주)영화사가을,2020-12-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
508,구멍동서2,이상수,선셋 시네마,,선셋 시네마,2020-09-28,개봉영화,장편,한국,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
509,구멍새댁,신우찬,(주)영화사가을,,(주)영화사가을,2021-01-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
510,귀여운 옆집여자의 유혹,야만카 소쿠스,,,(주)영진크리에이티브,2020-12-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
511,그녀의 복수:남자사냥,진 류지,,(주)영진크리에이티브,(주)영진크리에이티브,2020-10-29,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
512,그녀의 은밀한 아르바이트,버드맨 텟페이,,,(주)영진크리에이티브,2021-01-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
513,깨끗이 닦아주는 아줌마,히이라기 엔부,,,(주)영진크리에이티브,2020-10-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
514,끼부리는 새엄마,이즈미 류지,,,(주)영진크리에이티브,2020-09-22,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
515,나만의 판타지 섹스,타케다 케이시,,,(주)빅콘미디어,2020-12-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
516,나만의 판타지 섹스2,타케다 케이시,,,(주)빅콘미디어,2020-12-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
517,나쁜 섹스 : 그놈에게 당한 날,,(주)영화사가을,,(주)영화사가을,2020-10-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
518,나쁜 섹스 : 그놈에게 당한 날 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2021-01-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
519,나쁜 처제 2,김진우,(주)영화사가을,,(주)영화사가을,2020-10-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
520,나쁜 처제 2 무삭제,김진우,(주)영화사가을,,(주)영화사가을,2020-12-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
521,나쁜남자:남편 앞에서 당하다,하라다 칸토나,,,(주)영진크리에이티브,2021-01-13,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
522,남자 맛보기:영계가 좋아,아카바네 류지,,,(주)영진크리에이티브,2020-12-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
523,남편 동료의 농밀한 섹스테크닉,이즈미 류지,,,(주)영진크리에이티브,2020-09-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
524,남편 몰래 당하는 거유 유부녀,히이라기 엔부,,,(주)영진크리에이티브,2020-12-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
525,남편 친구의 유혹,사노 B사쿠,,,(주)영진크리에이티브,2020-12-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
526,남편보다 뜨거운 그것,사노 B사쿠,,,(주)영진크리에이티브,2020-10-22,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
527,남편이 잠든 사이 옛 애인과의 정사,코이케.Jp,,,(주)영진크리에이티브,2020-11-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
528,내 아내의 섹파 무삭제판,토미죠 타로,,,(주)영진크리에이티브,2020-12-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
529,내 아내의 스캔들,나카지마 타로,,,(주)영진크리에이티브,2021-01-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
530,내 아내의 엄마 2 무삭제,최찬호,(주)영화사가을,,(주)영화사가을,2020-12-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
531,내 여자가 된 선생님 2,아이바 켄타,,,(주)플라이어,2020-09-15,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
532,내 친구 아내 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-11-30,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
533,내여자에게 남자가 생겼다,이하,(주)디에이치미디어,,(주)디에이치미디어,2021-01-28,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
534,너무 급한 새엄마,키무라 히로유키,,,(주)영진크리에이티브,2020-09-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
535,너무 잘하는 형수,최찬호,(주)영화사가을,,(주)영화사가을,2020-09-22,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
536,농익은 친구엄마:시간아 멈춰라,와카마츠 쇼군,,,(주)영진크리에이티브,2020-10-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
537,누드모델이 된 아내,토미죠 타로,,,(주)영진크리에이티브,2020-12-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
538,다 해주는 친구엄마,아카바네 류지,,,(주)영진크리에이티브,2021-01-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
539,대물 : 아내의 불륜,최찬호,(주)영화사가을,,(주)영화사가을,2020-10-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
540,대물의 유혹:많이 쌓였죠?,야만카 소쿠스,,,(주)영진크리에이티브,2020-12-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
541,대학선배에게 뺏긴 약혼녀,핫시이,,,(주)빅콘미디어,2020-12-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
